transaction_id,user_id,timestamp,amount,location,device_type,is_fraud
f3ab630b-a6cb-443e-b622-b987e042b321,user_7185,2026-06-24 22:13:35,2842.69,Jackton,mobile,0
df47c86e-4c2c-4bff-b27c-c58bce34325e,user_6218,2026-06-24 22:13:36,127.5,New Rachel,tablet,0
d46f11c6-f9fa-44ae-8e1d-e49e3778bf1f,user_2445,2026-06-24 22:13:37,3925.28,Thomasville,desktop,0
87ffab28-a744-478f-922e-d3e0424a49f0,user_8235,2026-06-24 22:13:38,1892.9,Lambertmouth,mobile,0
508ac559-71cc-490b-86de-bc51d2e5f390,user_2624,2026-06-24 22:13:39,2663.37,Port Jenniferton,tablet,0
7e8aa757-70bf-471a-8950-55d204f19a60,user_1306,2026-06-24 22:13:40,4540.03,Peggytown,mobile,1
adb0009a-e0d9-4bd0-adfd-4dd72246a353,user_2284,2026-06-24 22:13:41,623.04,Lawrencemouth,tablet,0
57b7f33e-5759-4cdb-92d2-5a25c0b63c88,user_4364,2026-06-24 22:13:42,4545.19,East Curtismouth,desktop,0
2727df10-a819-4a40-9fb9-f4ba1a146401,user_5426,2026-06-24 22:13:43,2468.66,Kaylafort,desktop,0
0ff54931-399e-4cbc-be09-5abd194018c6,user_1006,2026-06-24 22:13:44,2511.98,Susanside,tablet,0
af889fad-3934-4e48-a71d-1c7889e0dd88,user_1818,2026-06-24 22:13:45,889.42,Kristenview,tablet,0
291cfb86-c599-400a-ba0d-5dd47c21911b,user_9921,2026-06-24 22:13:46,3245.67,Davisstad,tablet,0
fd94d27e-5d9d-4cf6-a6fe-deccdc6172ff,user_9007,2026-06-24 22:13:47,2383.39,South Douglastown,desktop,0
025b2b52-c8dd-4eda-afb3-7ec38ea13e29,user_9658,2026-06-24 22:13:48,742.7,Jamesburgh,desktop,0
f36ee618-04cc-497e-bbae-a11072e91eda,user_3326,2026-06-24 22:13:49,2530.56,Rhondahaven,mobile,0
43fd6523-e58a-40c5-a0cf-c99c4c9736d3,user_1811,2026-06-24 22:13:50,250.03,Marcusmouth,desktop,0
83ff2d16-7ad0-472a-a658-0a30d1fc5450,user_6269,2026-06-24 22:13:51,1380.86,Reginaberg,desktop,0
a98ff56d-ced6-4752-a70c-b54f0112db12,user_6018,2026-06-24 22:13:52,4721.3,West Jeffrey,desktop,1
48917409-2bc3-4735-b5ec-6f1f99359ac9,user_8637,2026-06-24 22:13:53,1944.82,New Jesse,mobile,0
983ab20c-5b6b-4249-a4bf-7e16c5ad71f9,user_9498,2026-06-24 22:13:54,4742.5,South Alexandria,mobile,1
8080fd9c-57d6-4ee7-9a54-96cacd4c05db,user_8550,2026-06-24 22:13:55,1713.03,Hernandezfort,desktop,0
08037094-9c73-4093-a629-7f5995d7d288,user_9990,2026-06-24 22:13:56,716.76,South Cindymouth,tablet,0
bce0993b-3434-4eb2-bf1b-cd6c05a651d5,user_5288,2026-06-24 22:13:57,1614.58,Adrianborough,tablet,0
b7f2738e-8f79-4f13-b827-993ba794269e,user_7968,2026-06-24 22:13:58,1015.61,Michellefort,tablet,0
45bba3cf-4fc5-4c43-b5c7-e1d677c9bc8a,user_1451,2026-06-24 22:13:59,2149.32,Davishaven,mobile,0
73ff61ca-cf77-4307-a9e2-26e9714ac0c9,user_1640,2026-06-24 22:14:00,1004.71,New William,desktop,0
62d245f4-3211-4e18-b36e-83e69914e314,user_9527,2026-06-24 22:14:01,4557.88,Kimberlyville,desktop,0
33f575dc-bb22-48ff-bd7c-2dc3634b50c1,user_7844,2026-06-24 22:14:02,2025.15,West Monica,tablet,0
330c20c5-8f15-4506-bb5e-c76ce6fdf0ce,user_3717,2026-06-24 22:14:03,575.51,Tamihaven,desktop,0
4cb90e96-d025-4928-b177-36322534afb5,user_6936,2026-06-24 22:14:04,1019.26,North Elizabethtown,tablet,0
ed462c82-18f7-4fcf-a3ff-2b4c44160324,user_2134,2026-06-24 22:14:05,325.23,West Michaelmouth,tablet,0
41650137-01a4-4e8b-b519-bd534684e48e,user_6308,2026-06-24 22:14:06,1103.01,New Lisaberg,tablet,0
e7654c45-a228-4f80-984b-8cd78a023b13,user_1833,2026-06-24 22:14:07,1367.23,Ashleyfort,tablet,0
c0714b5f-3c84-4301-8d60-3e0e13401a24,user_2998,2026-06-24 22:14:08,2378.84,Evansberg,desktop,0
affbf7d5-cc54-486e-a2af-a6d108a8d3e9,user_3379,2026-06-24 22:14:09,2446.02,Lake Robertmouth,desktop,0
4f165088-f458-495c-8a08-658ce6c1351c,user_3933,2026-06-24 22:14:10,2905.78,South Robertview,mobile,0
6974a3b3-3c2f-4b71-8531-68e3b6613c86,user_2712,2026-06-24 22:14:11,548.28,North Joshuaside,desktop,0
e64e8f66-d6b6-4cc4-8e97-0261bf9e893e,user_1062,2026-06-24 22:14:12,3051.04,North Michelle,desktop,0
1b1777d3-6b32-4daf-bc0c-65bf0eab12d1,user_3180,2026-06-24 22:14:13,4028.35,West Tamara,tablet,0
de6cd0f6-612b-47fb-9483-4bab7717659e,user_4651,2026-06-24 22:14:14,2177.76,Gordonhaven,desktop,0
